"items","support","count"
"{ground beef,spaghetti,tomatoes}",0.00559925343287562,42
"{milk,mineral water,tomatoes}",0.00653246233835489,49
"{milk,spaghetti,tomatoes}",0.00586588454872684,44
"{chocolate,mineral water,tomatoes}",0.00573256899080123,43
"{chocolate,spaghetti,tomatoes}",0.00493267564324757,37
"{eggs,mineral water,tomatoes}",0.00506599120117318,38
"{mineral water,spaghetti,tomatoes}",0.00933208905479269,70
"{mineral water,tomatoes}",0.0243967471003866,183
"{spaghetti,tomatoes}",0.0209305425943208,157
"{eggs,tomatoes}",0.0122650313291561,92
"{chocolate,tomatoes}",0.013998133582189,105
"{french fries,tomatoes}",0.0119984002133049,90
"{milk,tomatoes}",0.013998133582189,105
"{green tea,tomatoes}",0.0122650313291561,92
"{ground beef,tomatoes}",0.0117317690974537,88
"{frozen vegetables,tomatoes}",0.0161311825089988,121
"{pancakes,tomatoes}",0.00986535128649513,74
"{burgers,tomatoes}",0.00826556459138782,62
"{cake,tomatoes}",0.00839888014931343,63
"{shrimp,tomatoes}",0.0111985068657512,84
"{olive oil,tomatoes}",0.00719904012798294,54
"{mineral water,olive oil,shrimp}",0.00453272896947074,34
"{mineral water,olive oil,pancakes}",0.00466604452739635,35
"{olive oil,pancakes,spaghetti}",0.00506599120117318,38
"{frozen vegetables,mineral water,olive oil}",0.00653246233835489,49
"{frozen vegetables,olive oil,spaghetti}",0.00573256899080123,43
"{frozen vegetables,milk,olive oil}",0.00479936008532196,36
"{ground beef,mineral water,olive oil}",0.0066657778962805,50
"{ground beef,olive oil,spaghetti}",0.00613251566457806,46
"{ground beef,milk,olive oil}",0.00493267564324757,37
"{green tea,mineral water,olive oil}",0.00426609785361952,32
"{green tea,olive oil,spaghetti}",0.00453272896947074,34
"{milk,mineral water,olive oil}",0.00853219570723903,64
"{milk,olive oil,spaghetti}",0.00719904012798294,54
"{chocolate,milk,olive oil}",0.00519930675909879,39
"{chocolate,mineral water,olive oil}",0.00826556459138782,62
"{chocolate,olive oil,spaghetti}",0.00706572457005733,53
"{eggs,mineral water,olive oil}",0.00586588454872684,44
"{eggs,olive oil,spaghetti}",0.00506599120117318,38
"{mineral water,olive oil,spaghetti}",0.010265297960272,77
"{mineral water,olive oil}",0.0275963204906013,207
"{olive oil,spaghetti}",0.0229302759632049,172
"{eggs,olive oil}",0.0119984002133049,90
"{chocolate,olive oil}",0.01639781362485,123
"{french fries,olive oil}",0.00919877349686708,69
"{milk,olive oil}",0.0170643914144781,128
"{green tea,olive oil}",0.00999866684442074,75
"{ground beef,olive oil}",0.0141314491401147,106
"{frozen vegetables,olive oil}",0.0113318224236768,85
"{olive oil,pancakes}",0.0107985601919744,81
"{burgers,olive oil}",0.00639914678042928,48
"{cake,olive oil}",0.00653246233835489,49
"{olive oil,shrimp}",0.0081322490334622,61
"{mineral water,pancakes,shrimp}",0.00453272896947074,34
"{frozen vegetables,mineral water,shrimp}",0.00719904012798294,54
"{frozen vegetables,shrimp,spaghetti}",0.00599920010665245,45
"{chocolate,frozen vegetables,shrimp}",0.0053326223170244,40
"{frozen vegetables,milk,shrimp}",0.00466604452739635,35
"{ground beef,mineral water,shrimp}",0.00506599120117318,38
"{ground beef,shrimp,spaghetti}",0.00599920010665245,45
"{milk,mineral water,shrimp}",0.00786561791761099,59
"{milk,shrimp,spaghetti}",0.00493267564324757,37
"{eggs,milk,shrimp}",0.00426609785361952,32
"{chocolate,milk,shrimp}",0.00546593787495001,41
"{chocolate,mineral water,shrimp}",0.00759898680175977,57
"{chocolate,shrimp,spaghetti}",0.00639914678042928,48
"{eggs,mineral water,shrimp}",0.00519930675909879,39
"{mineral water,shrimp,spaghetti}",0.00853219570723903,64
"{mineral water,shrimp}",0.023596853752833,177
"{shrimp,spaghetti}",0.021197173710172,159
"{eggs,shrimp}",0.0141314491401147,106
"{chocolate,shrimp}",0.0179976003199573,135
"{french fries,shrimp}",0.00999866684442074,75
"{milk,shrimp}",0.0175976536461805,132
"{green tea,shrimp}",0.0114651379816025,86
"{ground beef,shrimp}",0.0114651379816025,86
"{frozen vegetables,shrimp}",0.0166644447407012,125
"{pancakes,shrimp}",0.0105319290761232,79
"{burgers,shrimp}",0.00879882682309025,66
"{cake,shrimp}",0.00759898680175977,57
"{burgers,cake,mineral water}",0.00479936008532196,36
"{cake,mineral water,pancakes}",0.00413278229569391,31
"{cake,pancakes,spaghetti}",0.00413278229569391,31
"{cake,frozen vegetables,mineral water}",0.00479936008532196,36
"{cake,green tea,mineral water}",0.00413278229569391,31
"{cake,french fries,green tea}",0.00439941341154513,33
"{cake,milk,mineral water}",0.00639914678042928,48
"{cake,milk,spaghetti}",0.00413278229569391,31
"{cake,eggs,milk}",0.00413278229569391,31
"{cake,french fries,mineral water}",0.00639914678042928,48
"{cake,eggs,french fries}",0.00453272896947074,34
"{cake,chocolate,mineral water}",0.00559925343287562,42
"{cake,chocolate,spaghetti}",0.00519930675909879,39
"{cake,chocolate,eggs}",0.00426609785361952,32
"{cake,eggs,mineral water}",0.00719904012798294,54
"{cake,eggs,spaghetti}",0.00479936008532196,36
"{cake,mineral water,spaghetti}",0.00706572457005733,53
"{cake,mineral water}",0.0274630049326756,206
"{cake,spaghetti}",0.0181309158778829,136
"{cake,eggs}",0.0190641247833622,143
"{cake,chocolate}",0.0135981869084122,102
"{cake,french fries}",0.0178642847620317,134
"{cake,milk}",0.013331555792561,100
"{cake,green tea}",0.0141314491401147,106
"{cake,ground beef}",0.0081322490334622,61
"{cake,frozen vegetables}",0.010265297960272,77
"{cake,pancakes}",0.0118650846553793,89
"{burgers,cake}",0.0114651379816025,86
"{burgers,pancakes,spaghetti}",0.00439941341154513,33
"{burgers,eggs,pancakes}",0.00413278229569391,31
"{burgers,frozen vegetables,mineral water}",0.00493267564324757,37
"{burgers,ground beef,mineral water}",0.0053326223170244,40
"{burgers,ground beef,spaghetti}",0.00546593787495001,41
"{burgers,ground beef,milk}",0.00413278229569391,31
"{burgers,green tea,spaghetti}",0.00479936008532196,36
"{burgers,eggs,green tea}",0.00599920010665245,45
"{burgers,french fries,green tea}",0.00546593787495001,41
"{burgers,milk,mineral water}",0.00693240901213172,52
"{burgers,milk,spaghetti}",0.00639914678042928,48
"{burgers,eggs,milk}",0.0053326223170244,40
"{burgers,chocolate,milk}",0.00546593787495001,41
"{burgers,french fries,milk}",0.00559925343287562,42
"{burgers,french fries,mineral water}",0.00519930675909879,39
"{burgers,french fries,spaghetti}",0.00559925343287562,42
"{burgers,eggs,french fries}",0.00906545793894147,68
"{burgers,chocolate,french fries}",0.00479936008532196,36
"{burgers,chocolate,mineral water}",0.00573256899080123,43
"{burgers,chocolate,spaghetti}",0.00639914678042928,48
"{burgers,chocolate,eggs}",0.00546593787495001,41
"{burgers,eggs,mineral water}",0.00786561791761099,59
"{burgers,eggs,spaghetti}",0.00719904012798294,54
"{burgers,mineral water,spaghetti}",0.00653246233835489,49
"{burgers,mineral water}",0.0243967471003866,183
"{burgers,spaghetti}",0.0214638048260232,161
"{burgers,eggs}",0.0287961605119317,216
"{burgers,chocolate}",0.0170643914144781,128
"{burgers,french fries}",0.0219970670577256,165
"{burgers,milk}",0.0178642847620317,134
"{burgers,green tea}",0.0174643380882549,131
"{burgers,ground beef}",0.0119984002133049,90
"{burgers,frozen vegetables}",0.0105319290761232,79
"{burgers,pancakes}",0.0105319290761232,79
"{frozen vegetables,mineral water,pancakes}",0.00613251566457806,46
"{frozen vegetables,pancakes,spaghetti}",0.00439941341154513,33
"{ground beef,mineral water,pancakes}",0.00746567124383416,56
"{ground beef,pancakes,spaghetti}",0.00639914678042928,48
"{green tea,mineral water,pancakes}",0.00573256899080123,43
"{green tea,pancakes,spaghetti}",0.00493267564324757,37
"{chocolate,green tea,pancakes}",0.00426609785361952,32
"{french fries,green tea,pancakes}",0.00453272896947074,34
"{milk,mineral water,pancakes}",0.00786561791761099,59
"{milk,pancakes,spaghetti}",0.00493267564324757,37
"{eggs,milk,pancakes}",0.00466604452739635,35
"{chocolate,milk,pancakes}",0.00479936008532196,36
"{french fries,mineral water,pancakes}",0.00653246233835489,49
"{french fries,pancakes,spaghetti}",0.00573256899080123,43
"{eggs,french fries,pancakes}",0.00479936008532196,36
"{chocolate,french fries,pancakes}",0.00546593787495001,41
"{chocolate,mineral water,pancakes}",0.00933208905479269,70
"{chocolate,pancakes,spaghetti}",0.00679909345420611,51
"{chocolate,eggs,pancakes}",0.00559925343287562,42
"{eggs,mineral water,pancakes}",0.00786561791761099,59
"{eggs,pancakes,spaghetti}",0.0066657778962805,50
"{mineral water,pancakes,spaghetti}",0.0114651379816025,86
"{mineral water,pancakes}",0.0337288361551793,253
"{pancakes,spaghetti}",0.0251966404479403,189
"{eggs,pancakes}",0.0217304359418744,163
"{chocolate,pancakes}",0.0198640181309159,149
"{french fries,pancakes}",0.0201306492467671,151
"{milk,pancakes}",0.0165311291827756,124
"{green tea,pancakes}",0.01639781362485,123
"{ground beef,pancakes}",0.0145313958138915,109
"{frozen vegetables,pancakes}",0.0134648713504866,101
"{frozen vegetables,ground beef,mineral water,spaghetti}",0.00439941341154513,33
"{frozen vegetables,ground beef,mineral water}",0.00919877349686708,69
"{frozen vegetables,ground beef,spaghetti}",0.00866551126516464,65
"{eggs,frozen vegetables,ground beef}",0.00439941341154513,33
"{chocolate,frozen vegetables,ground beef}",0.00573256899080123,43
"{frozen vegetables,ground beef,milk}",0.00573256899080123,43
"{frozen vegetables,green tea,mineral water}",0.00453272896947074,34
"{frozen vegetables,green tea,spaghetti}",0.00426609785361952,32
"{frozen vegetables,milk,mineral water,spaghetti}",0.00453272896947074,34
"{frozen vegetables,milk,mineral water}",0.0110651913078256,83
"{frozen vegetables,milk,spaghetti}",0.00826556459138782,62
"{eggs,frozen vegetables,milk}",0.00733235568590855,55
"{chocolate,frozen vegetables,milk}",0.0079989334755366,60
"{french fries,frozen vegetables,milk}",0.00573256899080123,43
"{french fries,frozen vegetables,mineral water}",0.00613251566457806,46
"{french fries,frozen vegetables,spaghetti}",0.0053326223170244,40
"{eggs,french fries,frozen vegetables}",0.00519930675909879,39
"{chocolate,french fries,frozen vegetables}",0.00559925343287562,42
"{chocolate,frozen vegetables,mineral water,spaghetti}",0.00413278229569391,31
"{chocolate,frozen vegetables,mineral water}",0.00973203572856952,73
"{chocolate,frozen vegetables,spaghetti}",0.00786561791761099,59
"{chocolate,eggs,frozen vegetables}",0.00573256899080123,43
"{eggs,frozen vegetables,mineral water}",0.00906545793894147,68
"{eggs,frozen vegetables,spaghetti}",0.00573256899080123,43
"{frozen vegetables,mineral water,spaghetti}",0.0119984002133049,90
"{frozen vegetables,mineral water}",0.0357285695240635,268
"{frozen vegetables,spaghetti}",0.0278629516064525,209
"{eggs,frozen vegetables}",0.0217304359418744,163
"{chocolate,frozen vegetables}",0.0229302759632049,172
"{french fries,frozen vegetables}",0.0190641247833622,143
"{frozen vegetables,milk}",0.023596853752833,177
"{frozen vegetables,green tea}",0.0143980802559659,108
"{frozen vegetables,ground beef}",0.0169310758565525,127
"{green tea,ground beef,mineral water}",0.00519930675909879,39
"{green tea,ground beef,spaghetti}",0.00639914678042928,48
"{ground beef,milk,mineral water,spaghetti}",0.00439941341154513,33
"{ground beef,milk,mineral water}",0.0110651913078256,83
"{ground beef,milk,spaghetti}",0.00973203572856952,73
"{eggs,ground beef,milk}",0.00586588454872684,44
"{chocolate,ground beef,milk}",0.00613251566457806,46
"{french fries,ground beef,mineral water}",0.0053326223170244,40
"{french fries,ground beef,spaghetti}",0.00559925343287562,42
"{chocolate,ground beef,mineral water}",0.0109318757499,82
"{chocolate,ground beef,spaghetti}",0.00919877349686708,69
"{chocolate,eggs,ground beef}",0.00653246233835489,49
"{eggs,ground beef,mineral water}",0.0101319824023464,76
"{eggs,ground beef,spaghetti}",0.00893214238101587,67
"{ground beef,mineral water,spaghetti}",0.0170643914144781,128
"{ground beef,mineral water}",0.0409278762831622,307
"{ground beef,spaghetti}",0.0391947740301293,294
"{eggs,ground beef}",0.0199973336888415,150
"{chocolate,ground beef}",0.0230635915211305,173
"{french fries,ground beef}",0.0138648180242634,104
"{ground beef,milk}",0.0219970670577256,165
"{green tea,ground beef}",0.0147980269297427,111
"{green tea,milk,mineral water}",0.00573256899080123,43
"{green tea,milk,spaghetti}",0.00519930675909879,39
"{chocolate,green tea,milk}",0.00466604452739635,35
"{french fries,green tea,mineral water}",0.00613251566457806,46
"{french fries,green tea,spaghetti}",0.0053326223170244,40
"{eggs,french fries,green tea}",0.00706572457005733,53
"{chocolate,french fries,green tea}",0.00519930675909879,39
"{chocolate,green tea,mineral water}",0.00693240901213172,52
"{chocolate,green tea,spaghetti}",0.00706572457005733,53
"{chocolate,eggs,green tea}",0.00546593787495001,41
"{eggs,green tea,mineral water}",0.00693240901213172,52
"{eggs,green tea,spaghetti}",0.00573256899080123,43
"{green tea,mineral water,spaghetti}",0.00826556459138782,62
"{green tea,mineral water}",0.0310625249966671,233
"{green tea,spaghetti}",0.0265297960271964,199
"{eggs,green tea}",0.0254632715637915,191
"{chocolate,green tea}",0.0234635381949073,176
"{french fries,green tea}",0.0285295293960805,214
"{green tea,milk}",0.0175976536461805,132
"{french fries,milk,mineral water}",0.00826556459138782,62
"{french fries,milk,spaghetti}",0.00639914678042928,48
"{eggs,french fries,milk}",0.00719904012798294,54
"{chocolate,french fries,milk}",0.00733235568590855,55
"{chocolate,eggs,milk,mineral water}",0.00413278229569391,31
"{chocolate,milk,mineral water,spaghetti}",0.00493267564324757,37
"{chocolate,milk,mineral water}",0.013998133582189,105
"{chocolate,milk,spaghetti}",0.0109318757499,82
"{chocolate,eggs,milk}",0.00919877349686708,69
"{eggs,milk,mineral water,spaghetti}",0.00439941341154513,33
"{eggs,milk,mineral water}",0.0130649246767098,98
"{eggs,milk,spaghetti}",0.00893214238101587,67
"{milk,mineral water,spaghetti}",0.015731235835222,118
"{milk,mineral water}",0.0479936008532196,360
"{milk,spaghetti}",0.0354619384082122,266
"{eggs,milk}",0.0307958938808159,231
"{chocolate,milk}",0.032129049460072,241
"{french fries,milk}",0.0237301693107586,178
"{chocolate,french fries,mineral water}",0.00853219570723903,64
"{chocolate,french fries,spaghetti}",0.0079989334755366,60
"{chocolate,eggs,french fries}",0.00839888014931343,63
"{eggs,french fries,mineral water}",0.00693240901213172,52
"{eggs,french fries,spaghetti}",0.0079989334755366,60
"{french fries,mineral water,spaghetti}",0.0101319824023464,76
"{french fries,mineral water}",0.0337288361551793,253
"{french fries,spaghetti}",0.0275963204906013,207
"{eggs,french fries}",0.0363951473136915,273
"{chocolate,french fries}",0.0343954139448074,258
"{chocolate,eggs,mineral water,spaghetti}",0.00453272896947074,34
"{chocolate,eggs,mineral water}",0.0134648713504866,101
"{chocolate,eggs,spaghetti}",0.0105319290761232,79
"{chocolate,mineral water,spaghetti}",0.0158645513931476,119
"{chocolate,mineral water}",0.0526596453806159,395
"{chocolate,spaghetti}",0.0391947740301293,294
"{chocolate,eggs}",0.0331955739234769,249
"{eggs,mineral water,spaghetti}",0.0142647646980403,107
"{eggs,mineral water}",0.050926543127583,382
"{eggs,spaghetti}",0.0365284628716171,274
"{mineral water,spaghetti}",0.0597253699506732,448
